symbol	desc	logFC	adj.P.Val	B
 TNFSF15 	 tumor necrosis factor (ligand) superfamily, member 15 	0.1010783764	0.8893817022	-7.000122669
 TNFSF18 	 tumor necrosis factor (ligand) superfamily, member 18 	0.1870639427	0.4631053926	-6.28266085
 TNFSF4 	 tumor necrosis factor (ligand) superfamily, member 4 	0.3467643481	0.2694155419	-5.4559557433
 TNFSF8 	 tumor necrosis factor (ligand) superfamily, member 8 	2.0719453266	0.0034785335	2.2872620212
 TNFSF9 	 tumor necrosis factor (ligand) superfamily, member 9 	0.0055554277	0.9769400135	-7.0365327213
 TNIK 	 TRAF2 and NCK interacting kinase 	0.3787872237	0.1226507084	-4.0783421317
 TNIP1 	 TNFAIP3 interacting protein 1 	0.4448481919	0.0442607055	-2.2628517062
 TNIP2 	 TNFAIP3 interacting protein 2 	0.3097417148	0.0771130102	-3.2567594042
 TNIP3 	 TNFAIP3 interacting protein 3 	1.1095094709	0.0328753173	-1.6857059229
 TNK1 	 tyrosine kinase, non-receptor, 1 	-0.0721192282	0.7033744654	-6.8004930692
 TNK2 	 tyrosine kinase, non-receptor, 2 	0.3310572653	0.0681690709	-3.0353447342
 TNK2-AS1 	 TNK2 antisense RNA 1 	0.1772794211	0.3607620684	-5.9183778126
 TNKS 	 tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 	-0.0502888148	0.8047502934	-6.9278945284
 TNKS1BP1 	 tankyrase 1 binding protein 1, 182kDa 	0.1722615032	0.3726951254	-5.9683381848
 TNKS2 	 tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 	-0.1447828404	0.5881482978	-6.5977571191
 TNMD 	 tenomodulin 	-0.0729217484	0.8989807487	-7.0061692783
 TNN 	 tenascin N 	-0.3685917846	0.0733301028	-3.1691099733
 TNNC1 	 troponin C type 1 (slow) 	-0.518490562	0.5571774095	-6.5297732347
 TNNC2 	 troponin C type 2 (fast) 	-0.3401487533	0.4500482925	-6.2437015609
 TNNI1 	 troponin I type 1 (skeletal, slow) 	-0.595478656	0.2678781451	-5.4462695326
 TNNI2 	 troponin I type 2 (skeletal, fast) 	-0.2931393725	0.311866551	-5.6934857622
 TNNI3 	 troponin I type 3 (cardiac) 	-0.0275600456	0.8940116118	-7.0030883377
 TNNT1 	 troponin T type 1 (skeletal, slow) 	-0.2502329798	0.5893934133	-6.6000127186
 TNNT2 	 troponin T type 2 (cardiac) 	-0.1626413368	0.6853624204	-6.7729955788
 TNNT3 	 troponin T type 3 (skeletal, fast) 	-0.6450165526	0.2318458812	-5.2083885174
 TNP1 	 transition protein 1 (during histone to protamine replacement) 	-0.319120731	0.1179313079	-4.0100434708
 TNP2 	 transition protein 2 (during histone to protamine replacement) 	-0.1237538018	0.6312981644	-6.6821528768
 TNPO1 	 transportin 1 	-0.1991028031	0.3107184427	-5.6877316162
 TNPO2 	 transportin 2 	-0.0234478763	0.9025517205	-7.0082194474
 TNPO3 	 transportin 3 	0.1249891277	0.4822748277	-6.3410845405
 TNR 	 tenascin R 	0.0855466522	0.6818726642	-6.7664120756
 TNRC18 	 trinucleotide repeat containing 18 	-0.1579128603	0.4339489695	-6.1923996598
 TNRC18 	 trinucleotide repeat containing 18 	0.0327639654	0.890851758	-7.0010971724
 TNRC18 	 trinucleotide repeat containing 18 	0.0183926268	0.9322760365	-7.023009885
 TNRC18P2 	 trinucleotide repeat containing 18 pseudogene 2 	0.1365399092	0.5576170878	-6.5313298806
 TNRC6A 	 trinucleotide repeat containing 6A 	-0.139538958	0.4258751912	-6.1636668406
 TNRC6B 	 trinucleotide repeat containing 6B 	0.179296575	0.3357111406	-5.8081568961
 TNRC6C 	 trinucleotide repeat containing 6C 	0.233732239	0.293922784	-5.5954730725
 TNS1 	 tensin 1 	-0.3908996107	0.1900471429	-4.8629308146
 TNS3 	 tensin 3 	0.0999331842	0.5406544542	-6.491528818
 TNS4 	 tensin 4 	-0.083686933	0.6095227516	-6.6415146715
 TNXB 	 tenascin XB 	-0.2031583508	0.6369785861	-6.6926977578
 TNXB 	 tenascin XB 	-0.14298609	0.8164233508	-6.9400686847
 TNXB 	 tenascin XB 	-0.14298609	0.8164233508	-6.9400686847
 TNXB 	 tenascin XB 	-0.0946924724	0.8841960987	-6.9966237334
 TOB1 	 transducer of ERBB2, 1 	-0.7350725913	0.011309752	0.2367566842
 TOB2 	 transducer of ERBB2, 2 	0.0020376543	0.9936401928	-7.0380950308
 TOB2P1 	 transducer of ERBB2, 2 pseudogene 1 	0.1339078384	0.5313471721	-6.4688991819
 TOE1 	 target of EGR1, member 1 (nuclear) 	0.4755758213	0.0525877594	-2.5778295932
 TOLLIP 	 toll interacting protein 	-0.1963557728	0.3578954163	-5.9056623928
 TOM1 	 target of myb1 (chicken) 	0.0288171589	0.9033934481	-7.0087111464
 TOM1L1 	 target of myb1 (chicken)-like 1 	-0.6929930512	0.0072563191	0.9499387906
 TOM1L1 	 target of myb1 (chicken)-like 1 	-0.5817255859	0.0187393773	-0.6276695359
 TOM1L2 	 target of myb1-like 2 (chicken) 	-0.1570306548	0.5463125771	-6.5042704964
 TOM1L2 	 target of myb1-like 2 (chicken) 	-0.1774900975	0.5536220296	-6.5222184889
 TOMM20 	 translocase of outer mitochondrial membrane 20 homolog (yeast) 	-0.2795960869	0.1156680949	-3.9734164625
 TOMM20L 	 translocase of outer mitochondrial membrane 20 homolog (yeast)-like 	-0.2088009605	0.3261980164	-5.7628756305
 TOMM22 	 translocase of outer mitochondrial membrane 22 homolog (yeast) 	0.1088493418	0.6067793856	-6.6353156552
 TOMM22 	 translocase of outer mitochondrial membrane 22 homolog (yeast) 	-0.0760353901	0.7839155825	-6.9058178658
 TOMM34 	 translocase of outer mitochondrial membrane 34 	0.3056332453	0.2199907387	-5.1228489091
 TOMM40 	 translocase of outer mitochondrial membrane 40 homolog (yeast) 	0.061174471	0.7808441387	-6.9020651562
 TOMM40L 	 translocase of outer mitochondrial membrane 40 homolog (yeast)-like 	-0.0096068084	0.9721091509	-7.0358101251
 TOMM5 	 translocase of outer mitochondrial membrane 5 homolog (yeast) 	0.108480071	0.5544494489	-6.5237593111
 TOMM7 	 translocase of outer mitochondrial membrane 7 homolog (yeast) 	-0.3040177354	0.132200154	-4.2129951738
 TOMM70A 	 translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae) 	-0.3731219003	0.1020138529	-3.7473171069
 TONSL 	 tonsoku-like, DNA repair protein 	-0.0975930518	0.6551047675	-6.7246337806
 TOP1 	 topoisomerase (DNA) I 	0.07267782	0.690051761	-6.7798730892
 TOP1MT 	 topoisomerase (DNA) I, mitochondrial 	0.2601775971	0.1643600696	-4.598292608
 TOP2A 	 topoisomerase (DNA) II alpha 170kDa 	2.0195959701	0.0103465563	0.3736291036
 TOP2B 	 topoisomerase (DNA) II beta 180kDa 	-0.430109072	0.1677649444	-4.634281587
 TOP3A 	 topoisomerase (DNA) III alpha 	0.5147839707	0.043267512	-2.220816289
 TOP3B 	 topoisomerase (DNA) III beta 	0.386631039	0.2196120731	-5.1190576326
 TOPAZ1 	 testis and ovary specific PAZ domain containing 1 	-0.1979125609	0.4608389165	-6.2761498198
 TOPBP1 	 topoisomerase (DNA) II binding protein 1 	0.4697151325	0.0336898713	-1.7279668301
 TOPORS 	 topoisomerase I binding, arginine	-0.2728006588	0.1944507996	-4.9059373854
 TOR1A 	 torsin family 1, member A (torsin A) 	0.1246728352	0.4853878078	-6.3502564231
 TOR1AIP1 	 torsin A interacting protein 1 	-0.100288151	0.5455146009	-6.5020712987
 TOR1AIP2 	 torsin A interacting protein 2 	-0.3179759967	0.1807958445	-4.7695206106
 TOR1AIP2 	 torsin A interacting protein 2 	0.1852147397	0.366738342	-5.9428217826
 TOR1B 	 torsin family 1, member B (torsin B) 	0.2642866619	0.1384014622	-4.2940974293
 TOR2A 	 torsin family 2, member A 	0.3277479795	0.0720450763	-3.1349314325
 TOR3A 	 torsin family 3, member A 	0.6270682658	0.094326175	-3.6170004954
 TOR4A 	 torsin family 4, member A 	0.2034592542	0.3003230053	-5.6291986527
 TOX 	 thymocyte selection-associated high mobility group box 	0.616608673	0.0232704831	-1.0203407756
 TOX2 	 TOX high mobility group box family member 2 	0.1526590951	0.3571614598	-5.9022796027
 TOX3 	 TOX high mobility group box family member 3 	-0.2176105409	0.2941805483	-5.5972325425
 TOX4 	 TOX high mobility group box family member 4 	0.1883193961	0.2833961122	-5.5390827575
 TP53 	 tumor protein p53 	1.1918325361	0.0047935776	1.7021791016
 TP53AIP1 	 tumor protein p53 regulated apoptosis inducing protein 1 	-0.1615912676	0.3587209254	-5.9097951868
 TP53BP1 	 tumor protein p53 binding protein 1 	0.0807981831	0.6495030464	-6.71522454
 TP53BP2 	 tumor protein p53 binding protein 2 	0.3990858029	0.0419521563	-2.1663542364
 TP53I11 	 tumor protein p53 inducible protein 11 	0.26352835	0.1740964511	-4.7021824518
 TP53I13 	 tumor protein p53 inducible protein 13 	0.0975666052	0.5231678524	-6.4491604087
 TP53I3 	 tumor protein p53 inducible protein 3 	0.1907091281	0.4724468755	-6.3127883119
 TP53INP1 	 tumor protein p53 inducible nuclear protein 1 	0.2045761847	0.2696741696	-5.4573775244
 TP53INP2 	 tumor protein p53 inducible nuclear protein 2 	-0.1749430831	0.5021560567	-6.3964056811
 TP53RK 	 TP53 regulating kinase 	0.2650760356	0.2605825444	-5.3991111767
 TP53TG1 	 TP53 target 1 (non-protein coding) 	-0.1144305311	0.6013755773	-6.6247564962
 TP53TG3 	 TP53 target 3 	-0.062978641	0.7988537267	-6.9218385081
 TP53TG3B 	 TP53 target 3B 	-0.1331801918	0.5754022442	-6.5704298705
 TP53TG3D 	 TP53 target 3D 	-0.1551476541	0.46742896	-6.2958906639
 TP53TG3D 	 TP53 target 3D 	-0.1551476541	0.46742896	-6.2958906639
 TP53TG5 	 TP53 target 5 	0.0957080234	0.5816362803	-6.5844789708
 TP63 	 tumor protein p63 	0.2832864799	0.1061729961	-3.8233451798
 TP73 	 tumor protein p73 	-0.0279291579	0.8733576911	-6.9895801633
 TP73-AS1 	 TP73 antisense RNA 1 	0.1952145393	0.4083422687	-6.1049152682
 TPBG 	 trophoblast glycoprotein 	0.2142850781	0.2115803486	-5.0545444938
 TPCN1 	 two pore segment channel 1 	-0.4485471764	0.1354827488	-4.2559379258
 TPCN2 	 two pore segment channel 2 	-0.0924525575	0.7263528534	-6.8344332389
 TPD52 	 tumor protein D52 	-0.1340689754	0.5694809495	-6.5574136194
 TPD52L1 	 tumor protein D52-like 1 	0.0688143812	0.8179355116	-6.9416479962
 TPD52L2 	 tumor protein D52-like 2 	0.4250755754	0.1689257126	-4.6463964057
 TPD52L3 	 tumor protein D52-like 3 	-0.0687353964	0.680468413	-6.7639743289
 TPGS1 	 tubulin polyglutamylase complex subunit 1 	-0.1508811207	0.3758316622	-5.9822385014
 TPGS2 	 tubulin polyglutamylase complex subunit 2 	0.0720450569	0.7211304861	-6.8273438886
 TPH1 	 tryptophan hydroxylase 1 	-0.2980604291	0.2515472484	-5.341283971
 TPH2 	 tryptophan hydroxylase 2 	0.0011306996	0.994677919	-7.0381325491
 TPI1 	 triosephosphate isomerase 1 	-0.0385261077	0.895479821	-7.0040161463
 TPI1P1 	 triosephosphate isomerase 1 pseudogene 1 	-0.1348204637	0.6790431044	-6.7617176259
 TPI1P2 	 triosephosphate isomerase 1 pseudogene 2 	0.0264034289	0.9165848415	-7.0158948249
 TPK1 	 thiamin pyrophosphokinase 1 	0.4670494904	0.0171175435	-0.4656873897
 TPM1 	 tropomyosin 1 (alpha) 	-0.2416489139	0.1831934329	-4.792264428
 TPM1 	 tropomyosin 1 (alpha) 	-0.0688311098	0.7414774182	-6.8533756316
 TPM2 	 tropomyosin 2 (beta) 	-0.8203942023	0.2507906233	-5.3368972646
 TPM3 	 tropomyosin 3 	0.4115900832	0.0889213531	-3.5042983232
 TPM3 	 tropomyosin 3 	0.2218788985	0.3350529635	-5.8050475342
 TPM3P9 	 tropomyosin 3 pseudogene 9 	0.4163021357	0.0820761991	-3.3712104571
 TPM4 	 tropomyosin 4 	-0.1670038025	0.3126758692	-5.6975131966
 TPMT 	 thiopurine S-methyltransferase 	-0.6880938348	0.0560668171	-2.6840935981
 TPMTP1 	 thiopurine S-methyltransferase pseudogene 1 	-0.7697732891	0.0374188205	-1.9290822459
 TPO 	 thyroid peroxidase 	-0.091487787	0.6352334012	-6.688947264
 TPP1 	 tripeptidyl peptidase I 	0.1485035343	0.4543475099	-6.2561597634
 TPP2 	 tripeptidyl peptidase II 	-0.029621947	0.9006000038	-7.0070779415
 TPPP 	 tubulin polymerization promoting protein 	-0.1690368826	0.5823721754	-6.5860962155
 TPPP2 	 tubulin polymerization-promoting protein family member 2 	-0.0199320617	0.9369726816	-7.0251077984
 TPPP3 	 tubulin polymerization-promoting protein family member 3 	0.1603375658	0.5993939235	-6.6209836563
 TPR 	 translocated promoter region, nuclear basket protein 	-0.0623853	0.7781193657	-6.8984641791
 TPRA1 	 transmembrane protein, adipocyte asscociated 1 	0.1261641275	0.5944179613	-6.6109512627
 TPRG1 	 tumor protein p63 regulated 1 	-0.1340168473	0.727942741	-6.8365882764
 TPRG1L 	 tumor protein p63 regulated 1-like 	-0.402864536	0.2131053365	-5.066048319
 TPRKB 	 TP53RK binding protein 	-0.0967210291	0.6403604983	-6.6982473716
 TPRN 	 taperin 	-0.1234797276	0.5131109232	-6.4246649043
 TPRX1 	 tetra-peptide repeat homeobox 1 	0.2108649505	0.4056596552	-6.0942204725
 TPRXL 	 tetra-peptide repeat homeobox-like 	-0.2580084234	0.1476225495	-4.4083167149
 TPSAB1 	 tryptase alpha	1.0392168228	0.0032963161	2.3922889643
 TPSAB1 	 tryptase alpha	1.1622309708	0.0036784639	2.1664844888
 TPSD1 	 tryptase delta 1 	0.3580784025	0.1360781202	-4.2641628156
 TPSG1 	 tryptase gamma 1 	-0.2174146622	0.4082899065	-6.1044019845
 TPST1 	 tyrosylprotein sulfotransferase 1 	-0.0965002401	0.7507489293	-6.8651232667
 TPST2 	 tyrosylprotein sulfotransferase 2 	0.2219148777	0.4276267629	-6.1698682618
 TPT1 	 tumor protein, translationally-controlled 1 	-0.344801504	0.1240131563	-4.0978313582
 TPT1 	 tumor protein, translationally-controlled 1 	-0.1006606028	0.5201265813	-6.4419161143
 TPT1-AS1 	 TPT1 antisense RNA 1 	-0.4357901486	0.0919529949	-3.5701044465
 TPT1-AS1 	 TPT1 antisense RNA 1 	-0.209437752	0.2704679482	-5.4626179106
 TPT1P13 	 tumor protein, translationally-controlled 1 pseudogene 13 	-0.0374237704	0.8419433721	-6.9646870301
 TPT1P8 	 tumor protein, translationally-controlled 1 pseudogene 8 	-0.0969395268	0.5578868698	-6.532150405
 TPT1P9 	 tumor protein, translationally-controlled 1 pseudogene 9 	-0.5840498556	0.2151344233	-5.0819332231
 TPTE 	 transmembrane phosphatase with tensin homology 	-0.1385832705	0.3653359195	-5.9366186159
 TPTE2 	 transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 	-0.030700312	0.949281526	-7.0298584934
 TPTE2P3 	 transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 3 	0.0978766824	0.7483577565	-6.8618955961
 TPTE2P6 	 transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 pseudogene 6 	0.0665198201	0.769463436	-6.8882518981
 TPTEP1 	 transmembrane phosphatase with tensin homology pseudogene 1 	-0.1000958752	0.733088221	-6.8432802892
 TPTEP1 	 transmembrane phosphatase with tensin homology pseudogene 1 	-0.0288865649	0.9294555877	-7.0218713348
 TPX2 	 TPX2, microtubule-associated 	2.193176876	0.0044166959	1.8294126342
 TRA2A 	 transformer 2 alpha homolog (Drosophila) 	0.3737364447	0.2462852577	-5.3104977204
 TRA2A 	 transformer 2 alpha homolog (Drosophila) 	0.1792816073	0.5799913486	-6.5810538917
 TRA2B 	 transformer 2 beta homolog (Drosophila) 	0.1402400912	0.4476060944	-6.235690544
 TRABD 	 TraB domain containing 	0.4530549974	0.0580865496	-2.746998464
 TRABD2A 	 TraB domain containing 2A 	0.5555013743	0.0346843284	-1.7944315137
 TRABD2B 	 TraB domain containing 2B 	-0.3264978568	0.1589142289	-4.5423844264
 TRADD 	 TNFRSF1A-associated via death domain 	0.4412258924	0.1081152717	-3.8563702663
 TRAF1 	 TNF receptor-associated factor 1 	1.4603629312	0.0004927141	6.1572292905
 TRAF2 	 TNF receptor-associated factor 2 	0.4690208017	0.0270485471	-1.3094701393
 TRAF3 	 TNF receptor-associated factor 3 	0.5112131019	0.0486295469	-2.4243942575
 TRAF3IP1 	 TNF receptor-associated factor 3 interacting protein 1 	-0.3267431028	0.0977297304	-3.678957704
 TRAF3IP2 	 TRAF3 interacting protein 2 	0.3636547979	0.214195435	-5.0743538158
 TRAF3IP3 	 TRAF3 interacting protein 3 	2.3977231593	0.0003930092	7.577344755
 TRAF4 	 TNF receptor-associated factor 4 	0.1182211158	0.4905996515	-6.3653196719
 TRAF5 	 TNF receptor-associated factor 5 	1.023889861	0.0269242439	-1.3000197836
 TRAF6 	 TNF receptor-associated factor 6, E3 ubiquitin protein ligase 	-0.13274401	0.3749405255	-5.97725659
 TRAF7 	 TNF receptor-associated factor 7, E3 ubiquitin protein ligase 	0.319604209	0.1283420012	-4.1604083554
 TRAFD1 	 TRAF-type zinc finger domain containing 1 	0.9690769365	0.0085763793	0.695952209
 TRAIP 	 TRAF interacting protein 	0.1928917052	0.2165743391	-5.0939966784
 TRAJ41 	 T cell receptor alpha joining 41 	1.9328542625	0.0004927141	6.2742150764
 TRAK1 	 trafficking protein, kinesin binding 1 	0.0078804944	0.9693491158	-7.0352210381
 TRAK2 	 trafficking protein, kinesin binding 2 	-0.2570582906	0.2003102483	-4.9569842641
 TRAM1 	 translocation associated membrane protein 1 	0.1650139428	0.5195867146	-6.4404637829
 TRAM1L1 	 translocation associated membrane protein 1-like 1 	-0.4381031762	0.0786829813	-3.292779367
 TRAM2 	 translocation associated membrane protein 2 	0.9756773886	0.0176062603	-0.5239404124
 TRANK1 	 tetratricopeptide repeat and ankyrin repeat containing 1 	1.2884514455	0.0085763793	0.6981550694
 TRAP1 	 TNF receptor-associated protein 1 	-0.1722366867	0.3991851126	-6.0726628532
 TRAP1 	 TNF receptor-associated protein 1 	-0.1497227394	0.47192657	-6.310532514
 TRAPPC1 	 trafficking protein particle complex 1 	0.3526714308	0.1055087399	-3.8112262504
 TRAPPC10 	 trafficking protein particle complex 10 	0.1402309272	0.373454192	-5.9713667832
 TRAPPC11 	 trafficking protein particle complex 11 	-0.1847760075	0.3593394168	-5.9127115309
 TRAPPC12 	 trafficking protein particle complex 12 	0.0856456695	0.6790431044	-6.7617502636
 TRAPPC13 	 trafficking protein particle complex 13 	-0.5341285234	0.0732312286	-3.1664629853
 TRAPPC13 	 trafficking protein particle complex 13 	0.0375218351	0.9059938811	-7.0100930181
 TRAPPC2 	 trafficking protein particle complex 2 	0.00432993	0.9865409475	-7.0376477961
 TRAPPC2L 	 trafficking protein particle complex 2-like 	0.1591568402	0.4492157971	-6.2414458083
 TRAPPC3 	 trafficking protein particle complex 3 	0.1020790018	0.642729755	-6.7028786439
 TRAPPC3L 	 trafficking protein particle complex 3-like 	-0.0580737848	0.7979888158	-6.9208508449
 TRAPPC4 	 trafficking protein particle complex 4 	-0.023517067	0.929920544	-7.0220854455
 TRAPPC5 	 trafficking protein particle complex 5 	0.1560785395	0.5097749203	-6.4170256324
 TRAPPC6A 	 trafficking protein particle complex 6A 	0.0283044805	0.9118390785	-7.0134195531
 TRAPPC6B 	 trafficking protein particle complex 6B 	-0.33368431	0.1819376389	-4.7804973533
 TRAPPC8 	 trafficking protein particle complex 8 	-0.3901332484	0.2400720108	-5.2665827967
 TRAPPC9 	 trafficking protein particle complex 9 	0.1075159372	0.5264980366	-6.4573343833
 TRAT1 	 T cell receptor associated transmembrane adaptor 1 	3.2761070604	0.0004927141	6.231447482
 TRBV21OR9-2 	 T cell receptor beta variable 21	-0.4621901944	0.1515928514	-4.4557657234
 TRBV23OR9-2 	 T cell receptor beta variable 23	-0.276290196	0.3500951467	-5.8731444801
 TRBV27 	 T cell receptor beta variable 27 	1.5330471006	0.0014918827	3.8094700903
 TRDMT1 	 tRNA aspartic acid methyltransferase 1 	0.0130311261	0.944060598	-7.0278818048
 TRDN 	 triadin 	-1.3142954479	0.3473155418	-5.8604695207
 TREH 	 trehalase (brush-border membrane glycoprotein) 	-1.2649051873	0.0174147284	-0.5012556801
 TREM1 	 triggering receptor expressed on myeloid cells 1 	0.5013429319	0.0388842112	-2.0097386679
 TREM2 	 triggering receptor expressed on myeloid cells 2 	0.3811791683	0.2564683178	-5.3739862318
 TREML1 	 triggering receptor expressed on myeloid cells-like 1 	0.137623196	0.6287019889	-6.6775062825
 TREML2 	 triggering receptor expressed on myeloid cells-like 2 	0.1273461694	0.6571513222	-6.7275111716
 TREML3P 	 triggering receptor expressed on myeloid cells-like 3, pseudogene 	-0.099151772	0.6159316058	-6.6540121167
 TREML4 	 triggering receptor expressed on myeloid cells-like 4 	0.0169018074	0.9437182093	-7.0277646814
 TRERF1 	 transcriptional regulating factor 1 	0.3320420346	0.2704925811	-5.4628735808
 TRERF1 	 transcriptional regulating factor 1 	0.2969758563	0.3163869251	-5.7152601275
 TREX2 	 three prime repair exonuclease 2 	-0.2999496046	0.1835741653	-4.797547837
 TREX2 	 three prime repair exonuclease 2 	-0.1683850294	0.4056596552	-6.0942885255
 TRGV1 	 T cell receptor gamma variable 1 (non-functional) 	0.5295342598	0.0969392326	-3.662704929
 TRGV3 	 T cell receptor gamma variable 3 	1.7360236448	0.0314508408	-1.6047416547
 TRGV4 	 T cell receptor gamma variable 4 	1.6289692548	0.0281002313	-1.3926323908
